,ORF,NAME,alpha 0,alpha 7,alpha 14,alpha 21,alpha 28,alpha 35,alpha 42,alpha 49,alpha 56,alpha 63,alpha 70,alpha 77,alpha 84,alpha 91,alpha 98,alpha 105,alpha 112,alpha 119,Elu 0,Elu 30,Elu 60,Elu 90,Elu 120,Elu 150,Elu 180,Elu 210,Elu 240,Elu 270,Elu 300,Elu 330,Elu 360,Elu 390,cdc15 10,cdc15 30,cdc15 50,cdc15 70,cdc15 90,cdc15 110,cdc15 130,cdc15 150,cdc15 170,cdc15 190,cdc15 210,cdc15 230,cdc15 250,cdc15 270,cdc15 290,spo 0,spo 2,spo 5,spo 7,spo 9,spo 11,spo5 2,spo5 7,spo5 11,spo- early,spo- mid,heat 0,heat 10,heat 20,heat 40,heat 80,heat 160,dtt 15,dtt 30,dtt 60,dtt 120,cold 0,cold 20,cold 40,cold 160,diau a,diau b,diau c,diau d,diau e,diau f,diau g,km
1067,YHR047C,AAP1   PROTEIN DEGRADATION    ARGININE/ALANINE AMINOPEPTIDASE,-0.29,-0.07,-0.34,-0.34,-0.36,-0.43,-0.4,-0.25,-0.06,-0.23,0.31,-0.03,-0.15,-0.27,-0.14,0.08,-0.58,-0.12,-0.4,-0.06,-0.25,-0.04,-0.27,-0.27,-0.06,0.21,0.24,0.53,0.03,0.41,0.36,0.06,-0.51,-0.62,-0.81,-0.47,-0.43,0.03,0.08,-0.03,0.19,-0.4,-0.32,-0.06,0.07,-0.22,-0.14,-0.2,-0.54,,-0.04,-0.07,,-0.43,-0.42,0.98,0.55,1.26,-0.27,-0.06,-0.49,-0.18,-0.1,-0.43,-0.92,-0.43,-0.23,-0.4,-0.01,-0.47,-0.76,-1.03,-0.04,0.03,-0.29,-0.43,-0.42,-0.64,-0.67,9
279,YCR039C,ALPHA2 TRANSCRIPTION       A-SPECIFIC GENE REPRESSOR,0.04,0.1,-0.4,-0.18,-0.79,0.18,-0.4,0.21,0.16,-0.45,-0.29,-0.22,-0.2,-0.45,-0.3,0.23,,0.04,0.99,0.14,0.37,0.34,0.03,-0.22,-0.12,-0.25,-0.43,-0.49,0.14,-0.49,-0.27,-0.34,0.04,-0.29,-0.29,-0.56,-0.62,0.23,0.15,-0.36,-0.42,-0.18,0.7,0.79,1.38,1.24,1.82,0.25,0.15,0.2,,0.14,0.11,0.1,0.06,-0.23,0.1,0.56,-0.54,-0.3,-0.62,-0.81,-0.36,-0.1,-0.14,1.22,-0.25,-0.06,-0.45,0.33,0.44,0.29,0.16,0.66,0.38,0.25,0.15,1.49,1.21,6
935,YGR087C,PDC6   GLYCOLYSIS       PYRUVATE DECARBOXYLASE 3,-0.09,-0.04,-0.03,-0.01,,0.57,0.11,0.12,0.31,0.56,0.39,0.1,0.23,0.21,0.33,0.4,,0.25,-0.14,0.31,0.2,0.67,0.28,0.44,0.41,0.45,0.15,0.19,-0.1,0.1,0.39,0.46,-1.03,-1.32,-1.47,-0.56,-0.47,-0.3,-0.07,0.08,-0.14,-0.2,,0.19,-0.6,-0.56,-0.62,0.24,-1.4,-1.94,-2.0,-1.6,-0.56,0.74,-0.14,0.85,-1.6,-2.84,0.67,0.16,-0.07,-0.36,-0.12,-0.18,-0.42,-1.43,-0.56,-0.23,0.08,-0.04,-0.49,-0.27,0.21,0.18,0.32,-0.36,-0.25,-0.86,-1.09,1
1382,YKL020C,SPT23  TRANSCRIPTION       TRANSCRIPTION FACTOR,-0.34,-0.29,-0.23,-0.15,-0.14,-0.32,-0.14,-0.14,0.12,-0.18,0.84,-0.14,-0.29,-0.2,0.36,0.37,-0.32,-0.3,0.14,-0.1,0.33,0.01,-0.09,-0.12,-0.1,-0.09,-0.1,-0.12,-0.4,0.2,-0.15,-0.14,0.06,0.04,-0.27,0.01,0.01,0.32,0.24,-0.36,-0.03,0.07,-0.23,0.42,-0.1,-0.18,-0.38,,-0.38,-0.62,-1.0,-1.03,-0.4,0.1,-0.58,-0.17,-0.06,-0.54,-0.2,0.04,-0.06,0.45,-0.07,-0.03,-0.49,-0.42,-0.74,-0.51,0.03,0.25,0.95,0.01,-0.04,-0.36,-0.71,-0.92,-0.92,-0.45,-0.18,0
2212,YOR259C,RPT4   PROTEIN DEGRADATION    26S PROTEASOME REGULATORY SUBUNIT,-0.15,-0.49,0.12,-0.03,0.07,0.21,0.07,-0.04,0.08,-0.07,0.2,-0.01,-0.2,-0.6,-0.22,-0.3,-0.2,-0.22,1.08,0.38,0.03,,-0.1,-0.3,-0.1,0.12,0.08,-0.07,-0.07,0.25,0.1,0.18,-0.29,-0.01,0.2,0.32,0.54,0.4,0.38,0.3,0.36,0.03,0.4,0.03,0.14,0.07,0.2,,0.37,0.8,0.3,-0.45,-0.69,-0.27,-0.47,-1.43,1.0,2.15,-0.29,-0.1,0.33,-0.34,-0.12,-0.47,0.44,0.1,0.32,0.44,-0.06,-0.06,-0.47,0.54,0.12,-0.06,0.11,-0.25,0.1,0.91,0.46,5
1841,YMR231W,PEP5   VACUOLE BIOGENESIS    UNKNOWN; VACUOLAR PERIPHERAL MEMBRANE PROTEIN,-0.38,-0.1,-0.34,-0.14,-0.22,-0.14,-0.23,-0.15,-0.14,-0.06,-0.36,0.04,-0.22,-0.54,-0.47,-0.2,-0.15,-0.01,-0.6,-0.17,-0.2,-0.09,-0.1,0.04,-0.22,-0.04,-0.09,-0.03,0.29,-0.14,-0.09,-0.01,0.28,0.19,-0.58,-0.54,-0.62,-0.07,-0.1,1.24,0.81,-0.92,-0.94,-0.18,-1.09,-0.12,-0.6,-0.4,0.34,0.46,0.58,-0.25,0.01,-0.49,-0.4,-1.29,0.88,0.7,-0.18,-0.01,-0.22,0.23,0.06,0.12,-0.32,-0.38,-0.01,-0.03,-0.64,-0.38,-0.62,-0.97,-0.1,-0.12,0.08,-0.15,-0.29,-0.3,-0.49,9
548,YDR347W,"MRP1   PROTEIN SYNTHESIS     RIBOSOMAL PROTEIN, MITOCHONDRIAL SMALL SUBUNIT",,-0.2,-0.12,-0.18,,-0.38,0.9,-0.36,-0.09,-0.2,-0.2,-0.14,0.18,-0.32,-0.17,-0.34,-0.32,-0.23,-0.89,-0.62,-0.56,-0.27,-0.07,-0.23,0.08,0.08,0.31,0.52,-0.04,0.44,0.39,-0.07,0.58,0.21,-0.18,0.16,0.26,0.37,0.93,0.74,0.65,0.42,0.62,,0.55,0.38,0.42,-0.32,-0.6,-0.62,-0.56,-0.79,-0.74,-0.07,-0.14,0.01,-1.15,-0.76,,0.15,0.28,-0.1,0.32,-0.14,0.1,-0.71,0.15,-0.22,0.24,0.1,0.34,0.63,-0.09,0.15,0.15,-0.18,0.15,0.38,0.04,6
1943,YNL153C,PFD4   PROTEIN FOLDING     PREFOLDIN SUBUNIT 4,,-0.58,-0.67,-0.42,-0.3,-0.3,,-0.2,0.16,-0.18,-0.25,-0.25,-0.4,-0.62,-0.56,-0.45,-0.38,-0.32,0.24,0.32,-0.12,-0.09,0.33,-0.2,-0.27,0.11,-0.18,-0.03,0.12,0.1,-0.09,0.1,0.76,0.8,0.57,0.19,0.21,0.64,0.45,0.37,0.29,0.45,0.4,0.11,0.52,0.42,0.6,-0.38,-0.32,0.53,1.08,0.41,0.62,-0.84,0.3,-0.25,-0.12,0.21,-0.34,-1.36,-0.84,-1.43,-1.29,-0.27,0.03,0.7,-0.09,-0.3,-0.76,0.32,-0.89,-0.36,-0.03,-0.2,0.16,-0.1,-0.29,-0.03,-1.12,3
1686,YLR420W,URA4   PYRIMIDINE BIOSYNTHESIS  DIHYDROORATASE,-0.25,-0.22,,-0.45,-0.06,-0.45,-0.07,-0.25,-0.14,-0.27,-0.01,-0.03,-0.06,-0.27,-0.25,-0.4,-0.17,-0.25,-0.42,-0.49,-0.47,-0.38,0.06,0.12,-0.15,0.15,0.14,0.11,0.1,0.12,-0.07,0.01,-0.17,-0.03,0.07,-0.2,-0.06,0.01,-0.04,-0.23,-0.06,-0.1,-0.04,-0.54,0.24,,0.26,-0.22,-0.86,-1.6,-1.94,-2.0,-2.0,0.38,-0.76,-0.92,-0.94,-0.56,-0.74,-1.12,-1.32,-1.15,-0.71,-0.89,-0.03,-0.86,-0.49,-0.36,-0.54,-0.58,-0.69,-1.43,0.03,0.15,0.21,-0.1,0.44,0.11,-0.84,1
1877,YMR309C,"NIP1   NUCLEAR PROTEIN TARGETIN UNKNOWN, SIMILAR TO NSR1",-0.4,-0.97,-0.42,-0.3,0.3,-0.23,-0.34,-0.07,0.14,-0.38,1.01,-0.04,-0.17,-0.09,0.52,0.45,-0.49,-0.51,-1.32,-0.69,-0.36,0.5,0.26,-0.03,0.16,-0.06,,0.07,-0.1,-0.23,-0.18,-0.47,0.55,0.42,0.12,0.3,0.07,0.14,0.08,,-0.14,-0.2,-0.2,-0.29,-0.18,-0.43,-0.54,-0.3,-1.06,-0.97,-1.6,-1.0,-1.0,-0.71,-0.69,-0.34,-1.94,-1.43,-0.34,-1.51,-0.97,-1.29,-0.69,-0.86,-0.71,-0.81,-0.64,-0.97,0.34,-0.17,-0.89,-0.04,0.33,0.29,-0.22,-0.76,-0.86,-1.36,-1.64,8
2107,YOR017W,PET127 PROTEIN SYNTHESIS     MITOCHONDRIAL TRANSLATION,-0.84,-0.3,-0.15,-0.01,0.06,0.37,-0.17,-0.22,-0.54,-0.2,-0.27,-0.01,-0.17,-0.25,-0.01,-0.14,-0.12,0.06,-0.47,-0.74,-0.47,-0.6,-0.36,-0.07,-0.2,-0.18,-0.07,-0.38,-0.64,-0.01,-0.67,-0.58,-0.34,0.03,-0.27,-0.79,-1.0,-0.62,0.12,1.1,-0.2,-1.22,0.06,0.38,-1.47,-0.3,-0.69,-0.6,0.34,0.36,0.53,0.6,0.33,-0.58,-0.2,-0.36,0.93,0.34,-0.6,-0.25,-0.4,-0.07,-0.03,-0.18,-0.36,-0.1,-0.34,-0.51,-0.51,-0.06,-0.07,0.15,-0.27,0.08,0.15,-0.4,-0.03,0.34,0.38,5
2010,YNL328C,MDJ2   PROTEIN FOLDING     MITOCHONDRIAL CHAPERONIN,-0.76,-0.6,-0.32,1.02,0.07,-0.14,-0.38,-0.17,-0.51,-0.17,0.04,0.14,-0.3,-0.23,-0.3,0.1,-0.4,-0.32,-0.25,-0.49,-0.34,0.1,0.19,-0.42,-0.09,-0.32,-0.6,-0.25,0.03,-0.18,-0.47,-0.03,-0.23,0.29,-0.89,-0.97,-1.03,-0.58,0.18,-0.27,-0.71,-1.06,-1.18,0.03,-0.34,-0.32,-0.97,-0.43,0.07,-0.18,-0.18,-0.54,-0.3,-0.22,-0.4,0.25,0.19,-0.47,0.18,-0.25,-0.17,,0.07,0.3,-1.03,-0.62,-0.94,-0.64,-0.15,0.3,0.21,-0.15,-0.29,,-0.04,-0.36,-0.01,-0.36,-0.04,0
1663,YLR359W,ADE13  PURINE BIOSYNTHESIS    ADENYLOSUCCINATE LYASE,0.11,0.62,0.28,0.19,-0.07,-0.47,-0.18,-0.29,0.1,-0.06,0.18,-0.17,-0.03,-0.18,-0.03,0.03,-0.27,0.08,0.18,0.38,-0.22,-0.15,-0.32,-0.17,-0.36,-0.25,0.14,0.26,-0.07,0.3,0.3,0.18,-0.38,-0.47,-0.15,0.07,0.07,0.16,0.23,0.18,0.15,0.12,0.2,-0.25,0.49,0.37,0.48,,-2.0,-2.74,-3.06,-2.4,-1.94,0.33,-0.74,0.51,-2.84,-3.47,-0.25,-1.06,-1.29,-0.84,-1.15,-1.0,0.14,-1.32,-0.92,-1.12,0.06,0.03,-0.12,-0.84,0.37,0.82,1.16,0.52,0.85,-0.49,-1.09,2
913,YGR044C,RME1   MEIOSIS        TRANSCRIPTION FACTOR,-0.81,,-1.03,-1.36,-1.79,-1.47,-2.25,1.31,-2.0,-1.03,-0.14,-0.01,-0.3,-0.58,-0.84,-0.74,-1.12,-1.29,1.09,-0.01,0.38,-0.07,-0.67,-0.67,-0.92,-0.64,-0.43,-0.6,-0.07,0.45,0.93,0.81,-0.32,1.63,0.69,-1.25,-1.74,-1.43,1.64,1.63,0.69,-0.74,-0.97,0.21,1.62,1.33,1.12,-0.36,0.06,0.29,0.37,0.93,1.25,-0.74,,0.41,1.1,1.27,0.18,0.1,0.41,-0.69,-0.71,0.04,-0.04,-0.06,-0.14,0.1,0.03,0.29,0.37,-0.12,0.07,0.15,0.26,0.34,0.4,1.46,0.88,3
1872,YMR301C,ATM1   TRANSPORT        REGULATOR OF MIT. IRON TRANSPORTER,-0.1,-0.56,-0.03,0.25,0.54,0.3,0.41,0.04,0.07,0.07,0.2,0.03,0.15,0.04,0.4,0.08,0.36,-0.03,-1.6,-0.6,-0.42,-0.12,-0.18,-0.2,-0.04,0.16,-0.07,-0.07,-0.49,-0.17,-0.4,-0.15,0.2,-0.04,0.11,-0.42,-0.54,-0.42,0.53,0.62,-0.4,-1.47,-0.42,0.16,-0.94,0.21,-0.38,-0.56,-0.84,-1.36,-1.32,-1.0,-0.6,-0.1,-0.34,-0.06,-1.29,-0.84,-0.22,-1.36,-0.92,-0.47,-0.18,-0.06,-0.18,-0.79,-0.22,-0.4,0.07,0.06,0.12,-0.09,-0.09,-0.22,-0.4,-0.56,-0.49,-0.94,-0.94,8
347,YDL108W,KIN28  CELL CYCLE       PROTEIN KINASE; ALSO TFIIH SUBUNIT,-0.43,-0.1,-0.42,-0.22,-0.36,0.03,-0.34,0.04,0.1,0.07,-0.12,-0.29,-0.29,-0.27,-0.42,-0.01,-0.15,-0.04,-0.14,-0.17,0.29,-0.49,-0.09,-0.09,-0.14,-0.18,-0.3,-0.09,-0.04,-0.34,-0.49,0.04,0.07,0.01,0.1,-0.09,-0.18,-0.2,-0.25,-0.38,-0.23,-0.15,-0.25,0.59,-0.1,-0.32,-0.12,0.08,-0.07,0.07,0.29,0.08,-0.27,-0.64,,-0.62,0.11,0.21,-0.14,0.53,0.16,-0.62,-0.27,-0.42,,-0.22,-0.14,-0.09,-0.4,0.21,-0.3,-0.32,-0.1,0.28,0.18,-0.1,-0.32,0.07,-0.43,9
635,YEL036C,ANP1   PROTEIN GLYCOSYLATION    MANNOSYLTRANSFERASE COMPLEX SUBUNIT,-0.01,-0.29,-0.43,0.06,0.01,0.15,0.41,0.07,-0.18,-0.22,-0.47,-0.3,-0.18,0.07,-0.07,0.01,0.26,-0.17,-0.34,-0.25,-0.1,,0.37,0.38,0.4,0.31,0.25,0.29,0.31,0.01,0.07,0.26,0.49,-0.1,0.03,0.5,0.36,0.04,-0.1,-0.06,-0.09,0.45,0.16,-1.12,-0.22,-0.3,-0.25,0.28,-0.32,-0.32,-0.43,-0.42,-0.42,0.21,-0.1,-0.32,0.01,-0.36,0.03,-0.06,0.08,0.03,0.34,0.21,-0.15,-0.97,-0.3,-0.3,0.07,0.26,0.84,1.29,-0.69,-0.27,0.44,-0.15,-0.42,0.26,0.07,0
708,YER123W,YCK3   CELL PROLIFERATION    PLASMA MEMBRANE-BOUND CASEIN KINASE I,,-0.2,-0.25,-0.06,-0.15,-0.2,0.07,-0.17,-0.07,-0.04,-0.18,-0.09,-0.01,-0.23,-0.3,-0.15,-0.03,0.83,0.12,-0.2,-0.07,-0.15,-0.03,0.12,-0.3,0.04,0.08,0.23,0.01,-0.03,-0.71,0.18,0.01,0.08,-0.15,0.82,-0.23,0.3,0.2,0.08,0.36,0.18,0.18,0.53,-0.1,0.15,-0.22,,-0.23,1.45,2.38,1.82,2.1,-2.0,0.51,0.32,0.15,-0.1,-0.4,-0.43,-0.15,-0.43,-0.1,-0.06,-0.23,-0.34,-0.32,-0.67,-0.17,-0.03,0.03,0.37,-0.18,-0.17,0.14,0.08,-0.47,0.08,-0.62,3
1987,YNL277W,MET2   METHIONINE BIOSYNTHESIS  HOMOSERINE O-ACETYLTRANSFERASE,-0.49,0.54,-0.2,-0.4,-0.38,0.46,0.39,0.04,-0.25,-0.07,-0.84,-0.51,-0.38,-0.29,-0.94,-0.23,-0.2,-0.3,-0.4,0.4,-0.03,0.23,0.26,-0.2,-0.14,-0.07,-0.14,0.07,-0.15,-0.22,-0.38,-0.01,-0.47,-0.56,0.76,-0.18,-0.34,-0.34,-0.43,0.04,-0.1,-1.32,-0.43,0.08,-0.32,-0.17,-0.42,-0.18,0.66,0.11,0.99,0.06,0.83,0.12,0.04,0.59,0.9,0.67,0.23,0.46,,0.49,0.77,0.83,-0.54,-0.2,-0.38,-0.69,-0.4,0.29,0.12,-0.14,-0.27,-0.43,0.25,-0.3,-0.76,0.36,0.14,5
2254,YOR361C,PRT1   PROTEIN SYNTHESIS     TRANSLATION INITIATION FACTOR EIF3 SUBUNIT,-0.01,-0.6,-0.69,-0.36,-0.12,-0.14,0.03,-0.14,0.04,-0.3,0.04,-0.06,0.08,-0.17,0.04,0.04,-0.1,-0.25,-0.45,-0.51,-0.29,-0.09,0.48,0.12,0.2,0.11,-0.09,-0.23,-0.09,-0.27,-0.47,-0.38,-0.49,-0.12,-0.56,-0.45,-1.18,-1.09,-0.86,1.03,-0.1,-0.89,-0.45,0.23,-0.92,-0.45,-0.76,-0.09,-1.0,-1.0,-1.84,-1.09,-0.92,-0.4,-0.86,-0.14,-1.84,-1.84,-0.38,-1.18,-1.12,-0.71,-0.42,-0.34,-0.38,-0.36,-0.74,-0.71,0.03,-0.23,-0.17,0.34,0.37,-0.03,-0.32,-0.89,-0.92,-1.64,-1.74,8
1149,YIL052C,RPL34B PROTEIN SYNTHESIS     RIBOSOMAL PROTEIN L34B,0.1,-0.07,-0.23,0.03,-0.2,0.03,-0.22,0.37,0.4,-0.09,0.5,-0.1,0.2,0.07,0.34,0.32,0.07,-0.1,-0.49,-0.01,0.58,0.68,0.72,0.84,0.81,0.58,0.4,0.2,0.51,0.03,-0.23,-0.09,-0.12,0.18,0.38,0.28,0.28,0.34,0.4,0.3,0.44,0.04,0.3,0.43,0.3,0.01,0.58,0.33,-1.69,-2.18,-2.12,-1.25,-0.43,0.44,-0.22,1.53,-3.32,-4.06,-0.27,-1.25,-2.56,-1.74,-1.22,-1.22,0.39,0.48,-0.42,-1.0,-0.2,-0.15,-1.03,-1.6,0.42,-0.09,0.28,-0.09,-0.34,-1.64,-2.25,2
1312,YJR017C,ESS1   PROTEIN FOLDING     PEPTIDYL-PROLYL CIS/TRANS ISOMERASE,-0.12,-1.03,-0.17,-0.32,,-0.47,0.19,-0.42,-0.03,-0.04,-0.27,-0.38,-0.04,-0.58,-0.32,-0.54,-0.15,-0.36,0.01,-0.12,-0.22,-0.09,-0.29,-0.47,-0.07,0.15,0.25,0.24,0.3,0.33,0.44,0.48,0.12,0.06,0.07,0.14,0.28,0.24,0.31,0.01,-0.25,0.14,0.29,0.43,0.32,0.2,0.32,-0.01,0.39,,1.08,0.69,-0.49,0.4,-0.06,0.1,0.3,-0.67,-0.09,-0.4,-0.27,-0.27,-0.15,-0.51,0.25,-0.69,0.07,0.23,-0.36,-0.3,-0.79,-1.12,-1.09,-0.67,-0.06,-0.64,-0.09,0.32,-0.27,3
320,YDL056W,MBP1   CELL CYCLE       TRANSCRIPTION FACTOR,-0.56,-0.38,-0.62,-0.47,-0.23,,-0.45,-0.15,0.06,0.26,0.4,-0.32,-0.49,-0.07,-0.04,0.32,-0.09,-0.09,0.19,0.66,0.41,-0.07,-0.2,0.23,0.18,0.3,0.24,0.18,,-0.04,0.32,0.15,-1.43,-1.43,-1.25,-0.69,-1.15,-1.64,-1.12,-1.43,-0.34,-0.86,-0.62,0.51,-1.22,-1.74,-2.25,0.07,-0.6,-0.6,-0.69,-0.62,-0.76,-0.23,0.32,0.23,-0.42,-0.58,0.38,0.07,0.23,0.28,0.01,-0.38,-0.1,-0.38,-0.32,-0.49,0.12,0.08,0.31,-0.45,-0.07,0.33,-0.14,-0.29,-0.54,-0.12,-0.43,0
308,YDL021W,GPM2   GLYCOLYSIS       PHOSPHOGLYCERATE MUTASE,0.14,0.23,0.62,0.12,0.48,0.06,0.24,0.15,,0.11,-0.42,-0.38,-0.14,-0.36,-0.25,-0.03,-0.04,-0.18,1.78,0.26,0.04,0.08,-0.47,-1.03,-0.94,-0.79,-0.51,-0.84,-0.69,-0.27,-0.58,-0.18,0.01,-0.27,-0.23,-0.04,-0.25,-0.01,-0.09,-0.09,0.36,,-0.09,0.3,0.4,0.23,0.59,-0.03,-1.09,-1.94,-1.89,-1.64,-2.0,0.64,0.01,-0.47,-1.15,-1.79,0.24,1.91,1.16,1.55,1.57,1.08,-0.6,-0.09,0.3,0.48,0.11,0.53,0.3,-0.09,-0.22,-0.07,0.52,0.86,1.04,1.59,1.29,4
622,YEL009C,"GCN4   AMINO ACID, PURINE BIOSY TRANSCRIPTION FACTOR",-0.1,0.03,-0.04,0.06,-0.09,0.26,-0.22,0.15,0.01,0.15,0.11,-0.32,-0.04,-0.09,0.14,0.08,0.19,0.04,0.88,0.41,1.16,0.54,0.56,0.65,0.44,0.29,0.07,0.31,0.5,0.18,0.15,0.39,-0.32,-0.45,-0.32,0.06,-0.03,-0.1,-0.22,-0.18,0.03,0.01,0.19,0.59,-0.27,-0.29,-0.29,0.19,0.03,-0.4,-1.0,-1.64,-1.4,0.42,-0.58,-1.12,-0.64,-1.47,-0.14,-1.12,-0.64,-0.54,-0.64,-0.18,0.52,-0.71,-0.29,-0.42,-0.04,-0.03,-0.79,-0.54,0.14,0.31,0.55,-0.18,-0.22,-0.45,0.24,1
495,YDR197W,CBS2   PROTEIN SYNTHESIS     COB MRNA TRANSLATIONAL ACTIVATOR,0.01,-0.1,0.16,0.18,-0.43,-0.2,-0.38,-0.09,0.32,0.06,0.24,0.01,0.21,-0.2,-0.09,-0.01,-0.15,0.23,0.38,-0.43,-0.22,-0.17,-0.18,-0.4,-0.2,-0.29,-0.3,-0.25,-0.25,-0.22,-0.07,-0.2,0.32,-0.4,0.36,-0.2,-0.62,0.29,0.67,0.53,0.32,0.04,-0.01,-0.03,0.39,0.37,0.6,-0.07,-0.17,-0.09,0.41,0.14,0.51,-0.45,,0.3,-0.67,-0.84,-0.14,0.07,0.01,-0.58,-0.1,-0.22,-0.2,-0.22,-0.32,-0.6,-0.32,0.32,-0.54,0.1,-0.07,,0.33,0.2,-0.67,0.68,0.23,6
1291,YJL190C,RPS22A PROTEIN SYNTHESIS     RIBOSOMAL PROTEIN S22A,-0.06,,-0.29,0.06,-0.27,0.12,-0.2,0.07,0.08,0.29,0.12,-0.22,0.06,-0.03,0.3,0.03,0.19,0.08,-1.43,0.04,0.52,0.15,0.87,0.77,0.45,0.42,0.12,0.37,0.52,-0.03,-0.51,-0.07,-0.54,-0.36,-0.1,0.16,0.3,0.36,-0.36,0.37,0.01,-0.14,0.2,0.36,-0.43,-0.51,-0.4,0.03,-1.79,-1.09,-1.79,-0.92,-0.34,-0.1,-0.04,0.9,-2.47,-0.49,-0.1,-1.47,-2.4,-1.6,-1.03,-0.76,0.63,-0.17,-0.43,-1.43,-0.32,-0.09,-1.43,-1.89,0.11,-0.18,0.33,0.1,-0.09,-1.47,-2.32,2
1939,YNL141W,AAH1   PURINE METABOLISM     ADENOSINE DEAMINASE,0.46,-0.71,-1.22,-1.29,-0.15,-0.49,0.11,-0.25,0.12,-0.07,-0.4,-0.56,0.07,-0.36,-0.27,-0.58,0.04,-0.15,-1.56,-0.74,-0.81,0.03,0.6,0.67,-0.09,-0.51,-0.3,0.08,-0.23,-0.84,-0.86,-0.36,1.61,0.73,0.18,0.21,0.51,0.34,0.12,-0.07,-0.14,0.59,0.48,-1.29,-0.56,-0.64,-0.45,-0.64,-1.22,-1.06,-1.69,-2.0,-2.4,-0.3,-0.94,-1.43,-2.18,-1.64,-0.38,-3.06,-2.06,-1.12,-0.38,-0.76,-0.71,-2.06,-1.84,-1.32,-0.69,-0.22,-0.76,-0.38,-0.17,-0.04,-0.07,-1.25,-1.18,-2.84,-3.18,8
2294,YPL061W,ALD6   ETHANOL UTILIZATION    ACETALDEHYDE DEHYDROGENASE,,0.98,1.69,1.06,0.38,-0.09,-0.14,0.04,0.21,0.34,0.68,0.1,-0.47,-1.09,-1.06,-0.84,-0.45,-0.34,-0.84,0.95,0.68,0.82,0.76,0.29,0.39,0.39,0.11,0.21,,0.1,-0.17,-0.25,-2.47,-2.84,-4.32,-1.29,0.85,1.48,0.77,-0.76,-1.0,-0.29,0.41,0.41,-0.29,-0.36,0.28,0.03,-0.92,-2.56,-3.32,-3.18,-3.18,1.86,-1.56,-0.4,-2.06,-3.84,0.59,2.57,2.71,0.93,0.46,1.79,-0.51,-0.54,0.29,0.29,1.08,1.39,3.1,2.03,0.39,-0.12,-0.2,-0.92,-1.32,-1.15,-0.58,1
204,YBR222C,FAT2   TRANSPORT        PEROXISOMAL (PUTATIVE) FATTY ACID TRANSPORTER,-0.54,-0.74,-0.23,-0.56,0.04,-0.17,0.4,0.06,0.2,-0.22,-0.14,0.23,-0.07,0.1,0.07,-0.04,0.03,0.61,-1.36,-0.12,-0.42,-0.86,-0.42,-0.43,-0.2,0.16,0.7,0.81,-0.15,0.68,0.36,0.49,-0.69,-0.64,0.12,0.23,0.41,0.1,-0.1,0.08,-0.2,-0.09,0.2,-0.56,-0.06,-0.09,0.08,-0.17,-0.51,-1.56,-2.06,-1.89,-1.74,0.91,-0.49,-0.34,-1.32,-2.25,-0.06,0.61,0.62,0.63,0.77,0.18,-0.69,-0.86,0.39,0.67,0.45,0.26,-0.94,-0.69,0.24,0.34,0.48,0.08,0.3,0.82,1.49,1
1876,YMR308C,PSE1   NUCLEAR PROTEIN TARGETIN BETA-KARYOPHERIN,0.29,0.37,,-0.12,-0.01,-0.23,-0.25,-0.34,-0.18,-0.36,-0.2,0.1,0.04,-0.45,-0.12,-0.15,-0.56,-0.18,-1.06,-0.45,-0.47,0.37,0.14,0.12,0.2,-0.1,-0.03,0.38,-0.25,-0.01,-0.15,0.06,0.11,0.39,0.06,-0.18,-0.18,0.01,0.06,-0.23,-0.67,-0.34,-0.4,,-0.4,-0.62,-0.71,-0.17,-0.47,-0.56,-1.22,-0.89,-0.54,-0.27,-0.97,-0.29,-1.25,-1.84,-0.56,-1.29,-1.22,-0.36,-0.3,-0.22,-0.84,-0.76,-0.6,-0.89,0.44,-0.56,-0.76,0.01,0.25,0.01,0.11,-0.45,-0.69,-1.47,-1.94,8
2324,YPL129W,NONE   TRANSCRIPTION       TFIIF 30 KD SUBUNIT,-0.04,-0.54,-0.1,-0.4,-0.01,-0.3,0.06,-0.43,-0.18,-0.36,-0.1,-0.27,,-0.29,-0.12,-0.3,,-0.14,0.01,-0.25,-0.6,-0.01,-0.04,0.08,-0.17,0.19,0.18,-0.1,-0.34,-0.03,-0.01,-0.2,0.04,0.28,0.28,-0.04,-0.14,-0.06,0.19,0.1,0.11,-0.09,0.06,0.29,0.36,0.3,0.36,0.04,0.6,,,0.01,-0.09,0.38,0.26,0.1,0.41,-0.56,-0.25,-0.84,-0.4,-0.47,-0.81,,-0.15,0.26,-0.25,-0.18,-0.06,0.1,,-0.17,-0.12,0.26,0.53,-0.12,0.16,0.51,0.1,6
